Student ID,Class,Year,Session,Score,Grader,Problem,gpa_prev,GPTBase,GPTTutor,teacher,n_household_members,class_enjoyment,class_participation_likelihood,n_weekday_study_hours,n_weekend_study_hours,math_hw_completion,hw_help,private_tutorship,visit_training_center,chatgpt_use,Treatment arm,female,education_parent,n_household_children,Honors
100426,11V,11,1,0.3333333333333333,3,s1_11_2,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
100426,11V,11,2,0.3,2,s2_11_4,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
100426,11V,11,3,0.7,5,s3_11_4,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
100426,11V,11,4,0.2,7,s4_11_3,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
100426,11V,11,4,1,7,s4_11_1,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
100426,11V,11,3,1,5,s3_11_2,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
100426,11V,11,4,0,7,s4_11_4,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
100426,11V,11,2,1,2,s2_11_2,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
100426,11V,11,3,0,5,s3_11_3,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
100426,11V,11,1,0,3,s1_11_4,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
100426,11V,11,4,0.1,7,s4_11_2,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
100426,11V,11,2,0,2,s2_11_3,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
100426,11V,11,1,0,3,s1_11_3,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
100426,11V,11,1,0.375,3,s1_11_1,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
100426,11V,11,3,0,5,s3_11_1,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
100426,11V,11,2,0,2,s2_11_1,0.636628,0,0,teacher_13,5,4,4,3,5,3,0,1,0,1,control,0,0,2,0
110399,11N,11,1,1,3,s1_11_3,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110399,11N,11,3,1,5,s3_11_1,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110399,11N,11,1,0.2222222222222222,3,s1_11_4,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110399,11N,11,4,0.25,6,s4_11_4,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110399,11N,11,4,0,6,s4_11_2,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110399,11N,11,4,0.2,6,s4_11_3,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110399,11N,11,3,0,5,s3_11_2,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110399,11N,11,3,0.4,5,s3_11_3,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110399,11N,11,4,1,6,s4_11_1,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110399,11N,11,2,0,1,s2_11_1,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110399,11N,11,2,0,1,s2_11_2,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110399,11N,11,2,0,1,s2_11_3,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110399,11N,11,3,0,5,s3_11_4,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110399,11N,11,1,0.6666666666666666,3,s1_11_2,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110399,11N,11,1,1,3,s1_11_1,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110399,11N,11,2,0,1,s2_11_4,0.679718,0,1,teacher_5,2,2,2,1.3,2.3,2,1,1,1,0,augmented,1,2,1,0
110401,11G,11,2,0.3,1,s2_11_4,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110401,11G,11,4,0.3333333333333333,7,s4_11_4,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110401,11G,11,3,1,4,s3_11_1,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110401,11G,11,2,0.4166666666666667,1,s2_11_3,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110401,11G,11,3,1,4,s3_11_4,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110401,11G,11,3,0.8,4,s3_11_2,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110401,11G,11,1,1,8,s1_11_3,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110401,11G,11,3,0.5,4,s3_11_3,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110401,11G,11,1,1,8,s1_11_1,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110401,11G,11,4,0.1,7,s4_11_2,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110401,11G,11,1,1,8,s1_11_4,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110401,11G,11,1,1,8,s1_11_2,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110401,11G,11,2,1,1,s2_11_2,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110401,11G,11,4,1,7,s4_11_1,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110401,11G,11,2,1,1,s2_11_1,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110401,11G,11,4,0.8,7,s4_11_3,0.8791030000000001,0,0,teacher_11,4,3,3,2,4,4,1,1,0,1,control,1,7,2,0
110407,11M,11,1,0.125,9&10,s1_11_1,0.583205,0,0,teacher_19,4,0,0,0,0,1,0,1,1,3,control,1,4,4,0
110407,11M,11,2,0.1,6,s2_11_4,0.583205,0,0,teacher_19,4,0,0,0,0,1,0,1,1,3,control,1,4,4,0
110407,11M,11,1,1,9&10,s1_11_3,0.583205,0,0,teacher_19,4,0,0,0,0,1,0,1,1,3,control,1,4,4,0
110407,11M,11,1,1,9&10,s1_11_2,0.583205,0,0,teacher_19,4,0,0,0,0,1,0,1,1,3,control,1,4,4,0
110407,11M,11,2,0.08333333333333333,6,s2_11_3,0.583205,0,0,teacher_19,4,0,0,0,0,1,0,1,1,3,control,1,4,4,0
110407,11M,11,2,0,6,s2_11_2,0.583205,0,0,teacher_19,4,0,0,0,0,1,0,1,1,3,control,1,4,4,0
110407,11M,11,1,0,9&10,s1_11_4,0.583205,0,0,teacher_19,4,0,0,0,0,1,0,1,1,3,control,1,4,4,0
110407,11M,11,2,0,6,s2_11_1,0.583205,0,0,teacher_19,4,0,0,0,0,1,0,1,1,3,control,1,4,4,0
110415,11S,11,3,0.7,4,s3_11_1,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110415,11S,11,4,0,6,s4_11_2,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110415,11S,11,3,0,4,s3_11_4,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110415,11S,11,3,0.4,4,s3_11_2,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110415,11S,11,3,0,4,s3_11_3,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110415,11S,11,1,0.14285714285714285,8,s1_11_3,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110415,11S,11,4,0.1,6,s4_11_3,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110415,11S,11,1,0.2222222222222222,8,s1_11_4,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110415,11S,11,1,1,8,s1_11_2,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110415,11S,11,1,0.375,8,s1_11_1,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110415,11S,11,2,0.3,2,s2_11_4,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110415,11S,11,4,0,6,s4_11_4,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110415,11S,11,2,0,2,s2_11_1,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110415,11S,11,2,0.125,2,s2_11_2,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110415,11S,11,4,0,6,s4_11_1,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110415,11S,11,2,0.08333333333333333,2,s2_11_3,0.647244,1,0,teacher_8,4,3,0,2,4,3,1,0,1,0,vanilla,1,6,1,0
110432,11O,11,4,0.08333333333333333,7,s4_11_4,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110432,11O,11,1,1,9&10,s1_11_1,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110432,11O,11,3,0.7,6,s3_11_1,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110432,11O,11,3,0.8,6,s3_11_2,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110432,11O,11,4,0.125,7,s4_11_1,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110432,11O,11,1,1,9&10,s1_11_2,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110432,11O,11,2,0.5,1&2,s2_11_3,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110432,11O,11,2,1,1&2,s2_11_2,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110432,11O,11,3,1,6,s3_11_3,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110432,11O,11,4,0.4,7,s4_11_2,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110432,11O,11,1,0.1111111111111111,9&10,s1_11_4,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110432,11O,11,1,1,9&10,s1_11_3,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110432,11O,11,3,1,6,s3_11_4,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110432,11O,11,2,1,1&2,s2_11_1,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110432,11O,11,4,0.1,7,s4_11_3,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110432,11O,11,2,0.8,1&2,s2_11_4,0.816423,0,1,teacher_6,3,3,2,2,4,4,1,1,0,2,augmented,0,8,0,0
110433,11N,11,3,0.4,5,s3_11_4,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110433,11N,11,4,0,6,s4_11_2,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110433,11N,11,2,0,1,s2_11_2,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110433,11N,11,1,0.75,3,s1_11_1,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110433,11N,11,3,0.1,5,s3_11_3,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110433,11N,11,4,0,6,s4_11_1,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110433,11N,11,1,0,3,s1_11_4,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110433,11N,11,2,0,1,s2_11_3,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110433,11N,11,2,0,1,s2_11_4,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110433,11N,11,3,0,5,s3_11_2,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110433,11N,11,2,0,1,s2_11_1,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110433,11N,11,3,1,5,s3_11_1,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110433,11N,11,1,1,3,s1_11_2,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110433,11N,11,4,0,6,s4_11_3,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110433,11N,11,4,0,6,s4_11_4,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110433,11N,11,1,0.7142857142857143,3,s1_11_3,0.774872,0,1,teacher_5,4,2,3,2,4,2,0,1,1,1,augmented,1,8,1,0
110436,11Ü,11,4,0,6,s4_11_2,0.740564,0,1,teacher_15,3,2,2,0,0,2,0,0,1,0,augmented,0,8,3,0
110436,11Ü,11,2,0,2,s2_11_3,0.740564,0,1,teacher_15,3,2,2,0,0,2,0,0,1,0,augmented,0,8,3,0
110436,11Ü,11,2,0,2,s2_11_4,0.740564,0,1,teacher_15,3,2,2,0,0,2,0,0,1,0,augmented,0,8,3,0
110436,11Ü,11,2,0.1,2,s2_11_1,0.740564,0,1,teacher_15,3,2,2,0,0,2,0,0,1,0,augmented,0,8,3,0
110436,11Ü,11,2,0.125,2,s2_11_2,0.740564,0,1,teacher_15,3,2,2,0,0,2,0,0,1,0,augmented,0,8,3,0
110436,11Ü,11,1,0,3,s1_11_4,0.740564,0,1,teacher_15,3,2,2,0,0,2,0,0,1,0,augmented,0,8,3,0
110436,11Ü,11,1,1,3,s1_11_2,0.740564,0,1,teacher_15,3,2,2,0,0,2,0,0,1,0,augmented,0,8,3,0
110436,11Ü,11,4,0,6,s4_11_4,0.740564,0,1,teacher_15,3,2,2,0,0,2,0,0,1,0,augmented,0,8,3,0
110436,11Ü,11,4,0,6,s4_11_3,0.740564,0,1,teacher_15,3,2,2,0,0,2,0,0,1,0,augmented,0,8,3,0
110436,11Ü,11,1,0,3,s1_11_3,0.740564,0,1,teacher_15,3,2,2,0,0,2,0,0,1,0,augmented,0,8,3,0
110436,11Ü,11,1,0,3,s1_11_1,0.740564,0,1,teacher_15,3,2,2,0,0,2,0,0,1,0,augmented,0,8,3,0
110436,11Ü,11,4,0,6,s4_11_1,0.740564,0,1,teacher_15,3,2,2,0,0,2,0,0,1,0,augmented,0,8,3,0
110443,11G,11,3,0.5,4,s3_11_3,0.897521,0,0,teacher_11,2,2,2,0,2,2,1,1,0,0,control,1,6,0,0
110443,11G,11,1,1,8,s1_11_1,0.897521,0,0,teacher_11,2,2,2,0,2,2,1,1,0,0,control,1,6,0,0
110443,11G,11,3,1,4,s3_11_1,0.897521,0,0,teacher_11,2,2,2,0,2,2,1,1,0,0,control,1,6,0,0
110443,11G,11,2,1,1,s2_11_1,0.897521,0,0,teacher_11,2,2,2,0,2,2,1,1,0,0,control,1,6,0,0
110443,11G,11,1,1,8,s1_11_4,0.897521,0,0,teacher_11,2,2,2,0,2,2,1,1,0,0,control,1,6,0,0
110443,11G,11,2,0,1,s2_11_2,0.897521,0,0,teacher_11,2,2,2,0,2,2,1,1,0,0,control,1,6,0,0
110443,11G,11,2,0,1,s2_11_3,0.897521,0,0,teacher_11,2,2,2,0,2,2,1,1,0,0,control,1,6,0,0
110443,11G,11,3,0.8,4,s3_11_2,0.897521,0,0,teacher_11,2,2,2,0,2,2,1,1,0,0,control,1,6,0,0
110443,11G,11,1,1,8,s1_11_2,0.897521,0,0,teacher_11,2,2,2,0,2,2,1,1,0,0,control,1,6,0,0
110443,11G,11,2,0.1,1,s2_11_4,0.897521,0,0,teacher_11,2,2,2,0,2,2,1,1,0,0,control,1,6,0,0
110443,11G,11,1,1,8,s1_11_3,0.897521,0,0,teacher_11,2,2,2,0,2,2,1,1,0,0,control,1,6,0,0
110443,11G,11,3,0,4,s3_11_4,0.897521,0,0,teacher_11,2,2,2,0,2,2,1,1,0,0,control,1,6,0,0
110444,11G,11,3,1,4,s3_11_1,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110444,11G,11,1,1,8,s1_11_2,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110444,11G,11,4,0.2,7,s4_11_2,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110444,11G,11,4,0,7,s4_11_1,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110444,11G,11,2,0.7,1,s2_11_1,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110444,11G,11,1,1,8,s1_11_3,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110444,11G,11,2,0.4166666666666667,1,s2_11_3,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110444,11G,11,1,1,8,s1_11_1,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110444,11G,11,2,0.5,1,s2_11_2,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110444,11G,11,1,0.8888888888888888,8,s1_11_4,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110444,11G,11,3,1,4,s3_11_4,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110444,11G,11,4,0.08333333333333333,7,s4_11_4,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110444,11G,11,3,0,4,s3_11_3,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110444,11G,11,2,0.4,1,s2_11_4,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110444,11G,11,4,0,7,s4_11_3,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110444,11G,11,3,1,4,s3_11_2,0.852038,0,0,teacher_11,4,2,3,2,6,3,1,1,1,1,control,0,8,1,0
110445,11V,11,4,0,7,s4_11_4,0.617949,0,0,teacher_13,5,2,1,0,2,1,1,1,1,0,control,1,5,2,0
110445,11V,11,2,0,2,s2_11_4,0.617949,0,0,teacher_13,5,2,1,0,2,1,1,1,1,0,control,1,5,2,0
110445,11V,11,2,0,2,s2_11_1,0.617949,0,0,teacher_13,5,2,1,0,2,1,1,1,1,0,control,1,5,2,0
110445,11V,11,4,0,7,s4_11_2,0.617949,0,0,teacher_13,5,2,1,0,2,1,1,1,1,0,control,1,5,2,0
110445,11V,11,2,0,2,s2_11_3,0.617949,0,0,teacher_13,5,2,1,0,2,1,1,1,1,0,control,1,5,2,0
110445,11V,11,4,0,7,s4_11_1,0.617949,0,0,teacher_13,5,2,1,0,2,1,1,1,1,0,control,1,5,2,0
